"year","statistical_region","treatment_inlet_delivered_waste_code","input_waste_name","treatment_operation","treatment_outlet_delivered_waste_code","output_waste_name","further_treatment_envisaged","waste_sent_to_self_storage_end_year","waste_sent_to_collector_SI","waste_sent_to_treatment_operator","waste_sent_to_EU_member_states","waste_sent_to_non_EU_countries","waste_sent_to_no_further_management"
2023,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03",0,0,1700.38,0,0,0
2023,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)","R_12, R_13",0,0,154.78,0,0,0
2023,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)",NA,0,146.528,0,0,0,0
2023,"OBALNO-KRAŠKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_12, R_13","17 02 01","Construction Wood Waste (17 02 01)","R_03",0,0,187.685,0,0,0
2023,"OBALNO-KRAŠKA","03 01 99","Other Unspecified Wood Waste (03 01 99)","R_12, R_13","17 02 01","Construction Wood Waste (17 02 01)","R_03",0,0,51.325,0,0,0
2023,"OBALNO-KRAŠKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,0,60.56,0,0
2023,"OBALNO-KRAŠKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,92.02,0,0,0
2023,"OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,1695.127,0,0
2023,"OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)",NA,55.031,0,0,0,0,0
2023,"OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,48.963,0,0,0
2023,"OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,34.84,0,0,0,0,0
2023,"OBALNO-KRAŠKA","15 01 02","Plastic Packaging (15 01 02)","R_03","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,0,3.64,0,0
2023,"OBALNO-KRAŠKA","15 01 02","Plastic Packaging (15 01 02)","R_03","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13",0,0,5.96,0,0,0
2023,"OBALNO-KRAŠKA","15 01 02","Plastic Packaging (15 01 02)","R_03","15 01 03","Wooden Packaging (15 01 03)",NA,0,1.916,0,0,0,0
2023,"OBALNO-KRAŠKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,469.109,0,0,0
2023,"OBALNO-KRAŠKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)",NA,11.59,0,0,0,0,0
2023,"OBALNO-KRAŠKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,0,40.64,0,0,0,0
2023,"OBALNO-KRAŠKA","15 01 05","Composite Packaging (15 01 05)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,0,2.27,0,0
2023,"OBALNO-KRAŠKA","17 02 01","Construction Wood Waste (17 02 01)","BO","17 02 01","Construction Wood Waste (17 02 01)",NA,8.4,0,0,0,0,0
2023,"OBALNO-KRAŠKA","17 02 01","Construction Wood Waste (17 02 01)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,99.41,0,0,0
2023,"OBALNO-KRAŠKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,13.29,0,0,0
2023,"OBALNO-KRAŠKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,10.87,0,0,0,0,0
2023,"OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,227.576,0,0,0
2023,"OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,156.283,48.09,0,0
2023,"OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_04",0,0,0,23.626,0,0
2023,"OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,51.436,0,0,0,0,0
2023,"OBALNO-KRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,204.611,0,0,0
2023,"OBALNO-KRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,5.524,0,0,0,0,0
2023,"OBALNO-KRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,45.079,0,0,0
2023,"OSREDNJESLOVENSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_01","10 01 15","Ash, slag and boiler dust from co-incineration plants other than those mentioned in 10 01 14 (10 01 15)","D_10",0,0,6.76,0,0,0
2023,"OSREDNJESLOVENSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_03","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)",NA,0,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_01",0,0,0,631.46,0,0
2023,"OSREDNJESLOVENSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,258.08,0,0
2023,"OSREDNJESLOVENSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_12","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,17.98,0,0,0
2023,"OSREDNJESLOVENSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,1525.02,0,0
2023,"OSREDNJESLOVENSKA","03 03 01","Bark and Wood Waste from Pulp/Paper Production (03 03 01)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_01",0,0,21.78,0,0,0
2023,"OSREDNJESLOVENSKA","03 03 01","Bark and Wood Waste from Pulp/Paper Production (03 03 01)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,20.718,0,0,0
2023,"OSREDNJESLOVENSKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,661.19,0,0
2023,"OSREDNJESLOVENSKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,6428.09,0,0,0
2023,"OSREDNJESLOVENSKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,118.337,0,0,0
2023,"OSREDNJESLOVENSKA","03 03 99","Other Unspecified Paper Waste (03 03 99)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,122.76,0,0,0
2023,"OSREDNJESLOVENSKA","08 01 11*","Waste Paints and Varnishes Containing Hazardous Substances (08 01 11*)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13",0,0,57.98,0,0,0
2023,"OSREDNJESLOVENSKA","14 06 03*","Other Solvents and Solvent Mixtures (14 06 03*)","D_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,10.932,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03","03 03 07","Mechanically Separated Rejects from Pulping (03 03 07)","R_12",0,0,156.823,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13",0,0,1.66,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,506.121,18370.128,17405.429,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12",0,0,252.845,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,2085.462,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)",NA,129.938,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,3074.043,0,11325.353,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,1155.273,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,424.937,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 02","Plastic Packaging (15 01 02)","R_03","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,5.34,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","PU","15 01 03","Wooden Packaging (15 01 03)","PU",0,0,0.6,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_01","12 01 02","Iron Dust and Particles (12 01 02)","R_12, R_13",0,0,2.63,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,10585.153,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,2559.63,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13",0,0,93.228,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)",NA,68.422,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_04",0,0,82.283,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,4034.408,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,154.281,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,1.315,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13",0,0,35.38,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,100.75,173.005,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","R_13","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13",0,0,24.175,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 05","Composite Packaging (15 01 05)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,191.44,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 05","Composite Packaging (15 01 05)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,1.853,0,0
2023,"OSREDNJESLOVENSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,502.62,410.267,0,0
2023,"OSREDNJESLOVENSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,105.31,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)",NA,13.982,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13",0,0,9.2,0,0,0
2023,"OSREDNJESLOVENSKA","16 02 14","Discarded Equipment Not Otherwise Specified (16 02 14)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,3.8,0,0,0
2023,"OSREDNJESLOVENSKA","16 02 14","Discarded Equipment Not Otherwise Specified (16 02 14)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13",0,0,15,0,0,0
2023,"OSREDNJESLOVENSKA","16 03 06","Non-Hazardous Organic Wastes (16 03 06)","R_0301","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,63.82,0,0,0
2023,"OSREDNJESLOVENSKA","16 03 06","Non-Hazardous Organic Wastes (16 03 06)","R_0301","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,64.84,0,0,0
2023,"OSREDNJESLOVENSKA","16 03 06","Non-Hazardous Organic Wastes (16 03 06)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,2.32,0,0,0
2023,"OSREDNJESLOVENSKA","16 08 03","Spent Catalysts Containing Transition Metals (16 08 03)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,8.93,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,2883.17,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_12, R_13",0,0,20.89,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","R_12, R_13",0,0,0.868,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_01",0,0,89.88,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,37.07,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12",0,0,9.22,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12, R_13","17 02 01","Construction Wood Waste (17 02 01)","R_03",0,0,604.92,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,1037.911,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,233.161,0,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,0,28.18,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","R_13","17 02 01","Construction Wood Waste (17 02 01)","R_03",0,0,47.36,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","BO","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,4207.67,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03","03 03 07","Mechanically Separated Rejects from Pulping (03 03 07)","R_12",0,0,2195.519,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13",0,0,23.234,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,437.342,923.717,1207.923,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,7869.082,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,4.9,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,91.85,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","R_03","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_01",0,0,88.6,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,3551.76,0,0
2023,"OSREDNJESLOVENSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,63.86,0,0
2023,"OSREDNJESLOVENSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,31,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,30.208,0,0,0
2023,"OSREDNJESLOVENSKA","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,20.34,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","BO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,1.296,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","D_13","19 02 04*","Mixed Waste Containing Hazardous Substances (19 02 04*)","D_10",0,0,0,1.038,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03","03 03 07","Mechanically Separated Rejects from Pulping (03 03 07)","R_01",0,0,0,1614.55,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03","03 03 07","Mechanically Separated Rejects from Pulping (03 03 07)","R_12",0,0,3549.718,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03","03 03 07","Mechanically Separated Rejects from Pulping (03 03 07)","R_12, R_13",0,0,324.53,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13",0,0,58.086,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,1.727,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,0.106,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,2841.522,1123.105,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,6278.144,2769.329,7010.494,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,980.183,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,2906.937,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,4438.227,10133.757,372.16,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12",0,0,0,827.474,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,680.87,24.36,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,60.493,1241.832,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 21*","Mercury-Containing Waste (20 01 21*)","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,6.02,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 27*","Hazardous Paints, Inks, Adhesives (20 01 27*)","D_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,0.573,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 28","Non-Hazardous Paints, Inks, Adhesives (20 01 28)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,11.302,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,13.48,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13",0,0,27.91,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","BO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",NA,2438.086,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03","17 04 05","Iron and Steel Waste (17 04 05)","R_03",0,0,567.169,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,26856.848,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_01",0,0,426.54,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_12, R_13",0,0,680.715,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,10152.981,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,126.535,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_01",0,0,637.14,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_0302",0,0,1078.08,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12",0,0,9172.58,0,0,0
2023,"OSREDNJESLOVENSKA","20 01 39","Plastics from Municipal Waste (20 01 39)","R_03","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,48.92,0,0,0
2023,"OSREDNJESLOVENSKA","20 02 01","Biodegradable Garden and Park Waste (20 02 01)","R_03","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,3424.239,0,0
