"year","statistical_region","treatment_inlet_delivered_waste_code","input_waste_name","waste_category","treatment_outlet_delivered_waste_code","output_waste_name","waste_category_1","waste_handed_to_collectors_RS","waste_delivered_to_operators_RS","waste_sent_to_EU","waste_sent_to_non_EU"
2020,"KOROŠKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",41.704,76.483,552.81,0
2020,"KOROŠKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",0,138.62,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,200.59,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",598.32,0,23.1,0
2020,"KOROŠKA",NA,NA,"Other Waste","15 02 02*",NA,"Packaging Waste",1.34,11.768,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",45.289,11.3,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","16 01 19",NA,"Miscellaneous Waste",1.73,42.09,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","16 11 04","Fireproof Linings and Materials (16 11 04)","Miscellaneous Waste",2,0,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","17 04 01",NA,"Construction/Demolition Waste",17.196,1.994,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","17 09 04","Gypsum-Based Building Materials (17 09 04)","Construction/Demolition Waste",0,134.24,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,2031.777,393.75,0
2020,"KOROŠKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",2.56,19081.638,686.24,0
2020,"KOROŠKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",92.884,63.954,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",0,495.813,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",218.46,0,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",21.84,56.6,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",98.233,0,79.95,0
2020,"KOROŠKA",NA,NA,"Other Waste","20 01 33*","Batteries and accumulators listed under 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries and accumulators (20 01 33*)","Municipal Waste",1.108,0,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","Municipal Waste",15.1,0,0,0
2020,"KOROŠKA",NA,NA,"Other Waste","20 01 39","Plastics from Municipal Waste (20 01 39)","Municipal Waste",0,8.736,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",0,48.016,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",0,2831.557,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste",0,18.618,205.42,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste",0,60.118,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","12 01 05",NA,"Metal/Plastic Processing Waste",0,0,27.23,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","13 02 05*",NA,"Other Waste",1.404,0,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,23.156,70.81,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",0,673.481,1320.01,20156.13
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,1545.61,7.2,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 05","Composite Packaging (15 01 05)","Packaging Waste",0,0.139,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste",0,581.44,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",54.22,54.81,247.64,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 01 09",NA,"Packaging Waste",0,0,55.03,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","15 02 02*",NA,"Packaging Waste",0.027,0,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 03","End-of-Life Tyres (16 01 03)","Miscellaneous Waste",8.08,0,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 06",NA,"Miscellaneous Waste",0,1762.675,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 07*","Oil Filters (16 01 07*)","Miscellaneous Waste",0.047,0,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 14*",NA,"Miscellaneous Waste",0.35,0,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",0,97.34,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste",0,6.682,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 01 19",NA,"Miscellaneous Waste",0,0.34,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",2.905,0,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","17 02 02",NA,"Construction/Demolition Waste",0,0,24.52,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","17 04 01",NA,"Construction/Demolition Waste",0,0,185.245,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","17 04 03",NA,"Construction/Demolition Waste",0,10.17,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",0,0,775.55,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","17 04 11",NA,"Construction/Demolition Waste",0,0,24.23,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 05 01","Non-Compostable Fraction of Municipal Waste (19 05 01)","Waste Treatment Residues",0,1.44,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 08 14",NA,"Waste Treatment Residues",0,307.76,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,94.65,2981.13,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",30.78,8263.887,1338.39,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",0,52.91,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",0,518.689,445.555,16263.13
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",56.7,551.659,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 09","Minerals from Mechanical Treatment (19 12 09)","Waste Treatment Residues",0,0,946.28,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",43.488,165.16,0,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0,70.449,207.26,295.44
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","20 01 10","Clothing (20 01 10)","Municipal Waste",0,0,237.759,0
2020,"OBALNO-KRAŠKA",NA,NA,"Other Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,81.28,0,0
2020,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,2.36,0,0
2020,"OSREDNJESLOVENSKA","15 01 10*","Hazardous Contaminated Packaging (15 01 10*)","Packaging Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,55.12,0,0
2020,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","19 02 04*","Mixed Waste Containing Hazardous Substances (19 02 04*)","Waste Treatment Residues",0,0,0.273,0
2020,"OSREDNJESLOVENSKA","20 01 21*","Mercury-Containing Waste (20 01 21*)","Municipal Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,11.505,0,0
2020,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues",0,6287.66,0,0
2020,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,1292.56,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",1.55,727.091,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",0,167.357,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",1.82,20.576,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues",2.24,0,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",2.68,12763.531,1943.434,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,89.83,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","20 01 39","Plastics from Municipal Waste (20 01 39)","Municipal Waste",0,1.05,0,0
2020,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","20 01 40","Metals from Municipal Waste (20 01 40)","Municipal Waste",0,38.12,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 01 02",NA,"Agricultural/Forestry Waste",0,146.95,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 02 02",NA,"Agricultural/Forestry Waste",0,371.71,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 02 03",NA,"Agricultural/Forestry Waste",0,1803.41,236.96,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 02 04","Sludges from On-site Wastewater Treatment (02 02 04)","Agricultural/Forestry Waste",0,372.068,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 03 04","Materials Unsuitable for Use or Processing (02 03 04)","Agricultural/Forestry Waste",0,232.24,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 05 01","Substances and Products Unfit for Consumption or Processing (02 05 01)","Agricultural/Forestry Waste",0,1980.4,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 05 02","Sludges from On-site Wastewater Treatment (02 05 02)","Agricultural/Forestry Waste",0,987.64,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 06 01","Substances and Products Unfit for Consumption or Processing (02 06 01)","Agricultural/Forestry Waste",0,1096.11,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 07 02",NA,"Agricultural/Forestry Waste",0,25.02,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","02 07 04","Materials Unsuitable for Use or Processing (02 07 04)","Agricultural/Forestry Waste",0,40.79,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","04 02 09",NA,"Other Waste",0,0,74.1,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","07 02 13","Waste Plastics (07 02 13)","Organic Chemical Waste",0,0,37.78,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","08 03 18",NA,"Surface Treatment Waste",3.248,0,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","10 03 16",NA,"Thermal Process Waste",0,6.249,0.319,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","10 06 01",NA,"Thermal Process Waste",0,0.567,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","10 09 03",NA,"Thermal Process Waste",0,0,74.12,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","10 10 03",NA,"Thermal Process Waste",32.977,55.964,48.101,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","11 05 02",NA,"Other Waste",0,7.044,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",418.43,805.121,11085.66,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",671,731.898,145.86,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste",47.356,324.046,772.47,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste",97.436,1319.621,26.56,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","12 01 05",NA,"Metal/Plastic Processing Waste",0,387.1,18.186,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","13 03 07*",NA,"Other Waste",0,8.18,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","13 05 03*",NA,"Other Waste",27.08,21.676,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","13 05 07*",NA,"Other Waste",0,5.76,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,2676.603,27606.622,1427.89
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",155.42,1377.944,1036.172,572.03
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,4952.72,259.09,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 04","Metal Packaging (15 01 04)","Packaging Waste",38.77,402.209,450.443,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 05","Composite Packaging (15 01 05)","Packaging Waste",0,13,122.451,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste",0,6224.2,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",1520.84,533.58,2348.82,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","15 01 10*","Hazardous Contaminated Packaging (15 01 10*)","Packaging Waste",0,4.44,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 01 06",NA,"Miscellaneous Waste",0,211.38,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",0,4051.99,0.15,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste",0,101.15,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 01 19",NA,"Miscellaneous Waste",0,423.346,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 01 20",NA,"Miscellaneous Waste",0,61.52,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 01 22",NA,"Miscellaneous Waste",0,0.123,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 02 14","Discarded Equipment Not Otherwise Specified (16 02 14)","Miscellaneous Waste",0,11.481,74.494,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 02 15*",NA,"Miscellaneous Waste",0,0,276.92,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 02 16","Components Removed from Discarded Equipment (16 02 16)","Miscellaneous Waste",0,31.844,370.063,149.77
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 03 06","Non-Hazardous Organic Wastes (16 03 06)","Miscellaneous Waste",0,7881.9,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",25.646,0,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 08 01",NA,"Miscellaneous Waste",0,7.563,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 10 01*",NA,"Miscellaneous Waste",5.272,0,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","16 10 02",NA,"Miscellaneous Waste",0,299.5,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",0,111.44,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 01",NA,"Construction/Demolition Waste",0,105.314,1142.367,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 02",NA,"Construction/Demolition Waste",2.083,9.997,3154.155,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 03",NA,"Construction/Demolition Waste",0,213.86,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 04",NA,"Construction/Demolition Waste",0,0,105.492,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",2.39,0.1,19600.046,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 07",NA,"Construction/Demolition Waste",0,0,4.888,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 04 11",NA,"Construction/Demolition Waste",1.289,1.53,577.652,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 05 04","Gypsum-Based Waste (17 05 04)","Construction/Demolition Waste",0,3891.58,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","17 09 04","Gypsum-Based Building Materials (17 09 04)","Construction/Demolition Waste",118.38,2483.38,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","18 01 04",NA,"Other Waste",0,940.736,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 05 03","Compost Not Meeting Specifications (19 05 03)","Waste Treatment Residues",0,45.46,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 08 01",NA,"Waste Treatment Residues",0,5.78,1791.93,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 08 05","Chemicals Requiring Infectious Hazard Precautions (19 08 05)","Waste Treatment Residues",2134,2350.58,4637.86,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 08 09","Other Healthcare Wastes (19 08 09)","Waste Treatment Residues",0,196.73,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 08 12","Medicinal Products (19 08 12)","Waste Treatment Residues",586.98,0,4517.28,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 08 14",NA,"Waste Treatment Residues",0,30.3,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 10 02","Non-Ferrous Metal Waste from Shredding (19 10 02)","Waste Treatment Residues",0,0,141.045,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 10 04",NA,"Waste Treatment Residues",0,9.04,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 10 06","Other Fractions from Shredding (19 10 06)","Waste Treatment Residues",0,0,162.97,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",153.122,59231.819,14013.69,420.58
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",4875.656,54912.881,36176.729,8211.83
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",1683.943,4241.164,8268.499,166.07
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",239.82,8004.611,980.243,937.1
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",355.32,0,7190.92,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues",0,2841.18,9980.2,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",292.548,10597.808,8725.41,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",33.997,14686.294,35024.301,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 02","Glass from Municipal Waste (20 01 02)","Municipal Waste",0,196.58,327.32,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 08","Biodegradable kitchen waste (20 01 08)","Municipal Waste",40.6,11907.684,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 25","Coal Tar Preparations for Roof Waterproofing (20 01 25)","Municipal Waste",0,119.86,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 33*","Batteries and accumulators listed under 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries and accumulators (20 01 33*)","Municipal Waste",0.978,4.517,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,37.19,8.5,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 39","Plastics from Municipal Waste (20 01 39)","Municipal Waste",0,36.3,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 01 40","Metals from Municipal Waste (20 01 40)","Municipal Waste",0.22,60.16,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 02 01","Biodegradable Garden and Park Waste (20 02 01)","Municipal Waste",773.82,889.16,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste",0.75,0,0,0
2020,"OSREDNJESLOVENSKA",NA,NA,"Other Waste","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",41.28,2275.97,41.09,0
2020,"PODRAVSKA","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",10.033,0,0,0
2020,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","03 03 05",NA,"Wood/Paper Production Waste",0,6.405,0,0
2020,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,16.003,0,0
2020,"PODRAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",146.507,0,0,0
2020,"PODRAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",23.74,969.943,0,0
2020,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",378.65,0,0,0
2020,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","Municipal Waste",0,22.345,0,0
2020,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","20 01 40","Metals from Municipal Waste (20 01 40)","Municipal Waste",0,40.833,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","07 02 13","Waste Plastics (07 02 13)","Organic Chemical Waste",0,2.22,19.626,0
2020,"PODRAVSKA",NA,NA,"Other Waste","07 05 13*",NA,"Organic Chemical Waste",0,5.024,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","07 05 14","Solid Wastes other than those mentioned in 07 05 13","Organic Chemical Waste",0,1633.16,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","08 03 18",NA,"Surface Treatment Waste",0.32,4.098,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","10 03 16",NA,"Thermal Process Waste",33.995,33.08,3270.744,0
2020,"PODRAVSKA",NA,NA,"Other Waste","10 05 11",NA,"Thermal Process Waste",0,0,20.461,0
2020,"PODRAVSKA",NA,NA,"Other Waste","10 06 01",NA,"Thermal Process Waste",0,0,0.567,0
2020,"PODRAVSKA",NA,NA,"Other Waste","10 10 03",NA,"Thermal Process Waste",0,0,12.68,0
2020,"PODRAVSKA",NA,NA,"Other Waste","11 01 07*",NA,"Other Waste",8.536,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","11 05 01",NA,"Other Waste",0,0,121.055,0
2020,"PODRAVSKA",NA,NA,"Other Waste","11 05 02",NA,"Other Waste",0,0,134.181,0
2020,"PODRAVSKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",167.18,2209.65,2070.577,0
2020,"PODRAVSKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",30.964,716.7,9.41,0
