year,statistical_region,name_of_municipality,waste_code,type_of_waste,waste_category,waste_collected_by_municipality
2018,POSAVSKA,KOSTANJEVICA NA KRKI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,35.7
2018,POSAVSKA,KOSTANJEVICA NA KRKI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,27.86
2018,POSAVSKA,KRŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,497.654
2018,POSAVSKA,KRŠKO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,133.3
2018,POSAVSKA,KRŠKO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,198.695
2018,POSAVSKA,RADEČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,62.8
2018,POSAVSKA,RADEČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,64.62
2018,PRIMORSKONOTRANJSKA,BLOKE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.12
2018,PRIMORSKONOTRANJSKA,CERKNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12.08
2018,PRIMORSKONOTRANJSKA,CERKNICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.1
2018,PRIMORSKONOTRANJSKA,CERKNICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,67.99
2018,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.838
2018,PRIMORSKONOTRANJSKA,PIVKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,105.34
2018,PRIMORSKONOTRANJSKA,POSTOJNA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.969
2018,PRIMORSKONOTRANJSKA,POSTOJNA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.4
2018,SAVINJSKA,BRASLOVČE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.484
2018,SAVINJSKA,CELJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,57.927
2018,SAVINJSKA,CELJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.56
2018,SAVINJSKA,KOZJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.929
2018,SAVINJSKA,KOZJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.271
2018,SAVINJSKA,NAZARJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,793.232
2018,SAVINJSKA,PODČETRTEK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.4
2018,SAVINJSKA,PODČETRTEK,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.657
2018,SAVINJSKA,PODČETRTEK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.426
2018,SAVINJSKA,ROGATEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.257
2018,SAVINJSKA,ROGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.127
2018,SAVINJSKA,ROGAŠKA SLATINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.074
2018,SAVINJSKA,ROGAŠKA SLATINA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,25.354
2018,SAVINJSKA,ROGAŠKA SLATINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.433
2018,SAVINJSKA,SLOVENSKE KONJICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.472
2018,SAVINJSKA,SLOVENSKE KONJICE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.76
2018,SAVINJSKA,SLOVENSKE KONJICE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.42
2018,SAVINJSKA,VELENJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12.256
2018,SAVINJSKA,VOJNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.48
2018,SAVINJSKA,ZREČE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.5
2018,SAVINJSKA,ZREČE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.025
2018,SAVINJSKA,ŠENTJUR,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.28
2018,SAVINJSKA,ŠMARJE PRI JELŠAH,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.67
2018,SAVINJSKA,ŠMARJE PRI JELŠAH,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,24.01
2018,SAVINJSKA,ŠMARJE PRI JELŠAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.144
2018,SAVINJSKA,ŠTORE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.28
2018,ZASAVSKA,HRASTNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,241.58
2018,ZASAVSKA,LITIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.535
2018,ZASAVSKA,LITIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.84
2018,ZASAVSKA,LITIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,369.47
2018,ZASAVSKA,TRBOVLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.832
2018,ZASAVSKA,TRBOVLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,165.54
2018,ZASAVSKA,ZAGORJE OB SAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.485
2018,ZASAVSKA,ZAGORJE OB SAVI,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,44.94
2018,ZASAVSKA,ZAGORJE OB SAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,113.72
2019,GORENJSKA,BLED,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,134.55
2019,GORENJSKA,BOHINJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.34
2019,GORENJSKA,CERKLJE NA GORENJSKEM,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,46.34
2019,GORENJSKA,CERKLJE NA GORENJSKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,72.16
2019,GORENJSKA,GORENJA VAS-POLJANE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.04
2019,GORENJSKA,GORENJA VAS-POLJANE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,9.12
2019,GORENJSKA,GORENJA VAS-POLJANE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,146.16
2019,GORENJSKA,KRANJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.118
2019,GORENJSKA,KRANJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19
2019,GORENJSKA,KRANJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,772.0780000000001
2019,GORENJSKA,KRANJSKA GORA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.36
2019,GORENJSKA,NAKLO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10.171
2019,GORENJSKA,PREDDVOR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2.491
2019,GORENJSKA,RADOVLJICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,489.545
2019,GORENJSKA,RADOVLJICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.76
2019,GORENJSKA,TRŽIČ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.66
2019,GORENJSKA,ŠENČUR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19.72
2019,GORENJSKA,ŠKOFJA LOKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.84
2019,GORENJSKA,ŠKOFJA LOKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,325.6
2019,GORENJSKA,ŽIRI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.74
2019,GORENJSKA,ŽIRI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,157
2019,GORIŠKA,AJDOVŠČINA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.43
2019,GORIŠKA,AJDOVŠČINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,270.771
2019,GORIŠKA,CERKNO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,19.554
2019,GORIŠKA,IDRIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,263.854
2019,GORIŠKA,IDRIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,603.2860000000001
2019,GORIŠKA,KANAL,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.6
2019,GORIŠKA,NOVA GORICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.54
2019,GORIŠKA,NOVA GORICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4.38
2019,GORIŠKA,NOVA GORICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,117.85
2019,GORIŠKA,TOLMIN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,52.09
2019,GORIŠKA,VIPAVA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.26
2019,GORIŠKA,VIPAVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,74.158
2019,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7.380000000000001
2019,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,21.613
2019,JUGOVZHODNA SLOVENIJA,METLIKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,327.978
2019,JUGOVZHODNA SLOVENIJA,MIRNA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,28.529
2019,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.88
2019,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,34.961
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1047.394
2019,JUGOVZHODNA SLOVENIJA,OSILNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.92
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,376.867
2019,JUGOVZHODNA SLOVENIJA,SEMIČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,102.57400000000001
2019,JUGOVZHODNA SLOVENIJA,SODRAŽICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11.34
2019,JUGOVZHODNA SLOVENIJA,STRAŽA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7.824
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,118.398
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,328.029
2019,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,226.04
2019,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,28.972
2019,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3.5
2019,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.788
2019,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,68.953
2019,KOROŠKA,DRAVOGRAD,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.16
2019,KOROŠKA,DRAVOGRAD,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,272.14
2019,KOROŠKA,MEŽICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.768
2019,KOROŠKA,MEŽICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,118.002
2019,KOROŠKA,MISLINJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.433
2019,KOROŠKA,MISLINJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,168.812
2019,KOROŠKA,MUTA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.663
2019,KOROŠKA,MUTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,68.183
2019,KOROŠKA,PODVELKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.474
2019,KOROŠKA,PODVELKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,48.737
2019,KOROŠKA,PREVALJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.536999999999999
2019,KOROŠKA,PREVALJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,174.202
2019,KOROŠKA,RADLJE OB DRAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.128
2019,KOROŠKA,RADLJE OB DRAVI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.38
2019,KOROŠKA,RADLJE OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,116.057
2019,KOROŠKA,RAVNE NA KOROŠKEM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.689
2019,KOROŠKA,RAVNE NA KOROŠKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,292.486
2019,KOROŠKA,RIBNICA NA POHORJU,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.23
2019,KOROŠKA,RIBNICA NA POHORJU,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,23.674
2019,KOROŠKA,SLOVENJ GRADEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,67.307
2019,KOROŠKA,SLOVENJ GRADEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,675.248
2019,KOROŠKA,VUZENICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.506
2019,KOROŠKA,VUZENICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,52.009
2019,KOROŠKA,ČRNA NA KOROŠKEM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.645
2019,KOROŠKA,ČRNA NA KOROŠKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,122.01
2019,OBALNOKRAŠKA,ANKARAN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,6.58
2019,OBALNOKRAŠKA,IZOLA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.28
2019,OBALNOKRAŠKA,IZOLA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,379.76
2019,OBALNOKRAŠKA,KOPER,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.02
2019,OBALNOKRAŠKA,KOPER,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.86
2019,OBALNOKRAŠKA,PIRAN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.76
2019,OBALNOKRAŠKA,PIRAN,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.42
2019,OBALNOKRAŠKA,PIRAN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,197.7
2019,OBALNOKRAŠKA,SEŽANA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.66
2019,OSREDNJESLOVENSKA,BOROVNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,13.975
2019,OSREDNJESLOVENSKA,BREZOVICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.945
2019,OSREDNJESLOVENSKA,BREZOVICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4.56
2019,OSREDNJESLOVENSKA,BREZOVICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,28.54
2019,OSREDNJESLOVENSKA,BREZOVICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,217.8
2019,OSREDNJESLOVENSKA,DOBREPOLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11.591000000000001
2019,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.72
2019,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.7
2019,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,66.84
2019,OSREDNJESLOVENSKA,DOMŽALE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,74.545
2019,OSREDNJESLOVENSKA,DOMŽALE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1499.028
2019,OSREDNJESLOVENSKA,GROSUPLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.17
2019,OSREDNJESLOVENSKA,GROSUPLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,389.053
2019,OSREDNJESLOVENSKA,HORJUL,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.86
2019,OSREDNJESLOVENSKA,HORJUL,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.44
2019,OSREDNJESLOVENSKA,HORJUL,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,80.22
2019,OSREDNJESLOVENSKA,IG,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20.68
2019,OSREDNJESLOVENSKA,IG,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,186.07999999999998
2019,OSREDNJESLOVENSKA,IVANČNA GORICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,143.15599999999998
2019,OSREDNJESLOVENSKA,KAMNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4.42
2019,OSREDNJESLOVENSKA,KOMENDA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.072
2019,OSREDNJESLOVENSKA,LJUBLJANA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,434.896
2019,OSREDNJESLOVENSKA,LJUBLJANA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,11.37
2019,OSREDNJESLOVENSKA,LJUBLJANA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.69
2019,OSREDNJESLOVENSKA,LJUBLJANA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1452.42
2019,OSREDNJESLOVENSKA,LJUBLJANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7259.68
2019,OSREDNJESLOVENSKA,LOG-DRAGOMER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11.905
2019,OSREDNJESLOVENSKA,LOGATEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,86.825
2019,OSREDNJESLOVENSKA,LOGATEC,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,19.3
2019,OSREDNJESLOVENSKA,LOGATEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.68
2019,OSREDNJESLOVENSKA,LOGATEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,303.57
2019,OSREDNJESLOVENSKA,LOGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2.3
2019,OSREDNJESLOVENSKA,LUKOVICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,36.846
2019,OSREDNJESLOVENSKA,MEDVODE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,49.2
2019,OSREDNJESLOVENSKA,MEDVODE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,293.96000000000004
2019,OSREDNJESLOVENSKA,MENGEŠ,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.23
2019,OSREDNJESLOVENSKA,MENGEŠ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,55.27
2019,OSREDNJESLOVENSKA,MORAVČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,36.846
2019,OSREDNJESLOVENSKA,TRZIN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.002
2019,OSREDNJESLOVENSKA,TRZIN,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1.44
2019,OSREDNJESLOVENSKA,TRZIN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,56.09
2019,OSREDNJESLOVENSKA,VELIKE LAŠČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,14.5
2019,OSREDNJESLOVENSKA,VELIKE LAŠČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,127.28
2019,OSREDNJESLOVENSKA,VODICE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,18.52
2019,OSREDNJESLOVENSKA,VODICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,138.18
2019,OSREDNJESLOVENSKA,VRHNIKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,121.028
2019,OSREDNJESLOVENSKA,VRHNIKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,59.32
2019,OSREDNJESLOVENSKA,VRHNIKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.52
2019,OSREDNJESLOVENSKA,VRHNIKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,54.07
2019,OSREDNJESLOVENSKA,ŠKOFLJICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,23.88
2019,OSREDNJESLOVENSKA,ŠKOFLJICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,99.38
2019,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,257.48
2019,PODRAVSKA,BENEDIKT,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,66.17
2019,PODRAVSKA,CERKVENJAK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,60.86
2019,PODRAVSKA,HOČE-SLIVNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.76
2019,PODRAVSKA,HOČE-SLIVNICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.42
2019,PODRAVSKA,KUNGOTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,121.59
2019,PODRAVSKA,LENART,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,139.33
2019,PODRAVSKA,LENART,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1.109
2019,PODRAVSKA,LENART,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1106.392
2019,PODRAVSKA,LENART,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,195.39
2019,PODRAVSKA,LOVRENC NA POHORJU,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,87.48
2019,PODRAVSKA,MAKOLE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2.076
2019,PODRAVSKA,MARIBOR,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,104.308
2019,PODRAVSKA,MARIBOR,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,29.36
2019,PODRAVSKA,MARIBOR,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.16
2019,PODRAVSKA,MARIBOR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1486.215
2019,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,84.17
2019,PODRAVSKA,OPLOTNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3.114
2019,PODRAVSKA,ORMOŽ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20.98
2019,PODRAVSKA,ORMOŽ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.42
2019,PODRAVSKA,ORMOŽ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,197.72
2019,PODRAVSKA,PESNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.12
2019,PODRAVSKA,PESNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,153.15
2019,PODRAVSKA,PODLEHNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.78
2019,PODRAVSKA,POLJČANE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3.633
2019,PODRAVSKA,PTUJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.34
2019,PODRAVSKA,RAČE-FRAM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.7
2019,PODRAVSKA,RAČE-FRAM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4.152
2019,PODRAVSKA,RUŠE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,101.64
2019,PODRAVSKA,RUŠE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,201.45
2019,PODRAVSKA,SELNICA OB DRAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.82
2019,PODRAVSKA,SELNICA OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,119.815
2019,PODRAVSKA,SLOVENSKA BISTRICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,12.975
2019,PODRAVSKA,SREDIŠČE OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,38.92
2019,PODRAVSKA,STARŠE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,121.57
2019,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,108.828
2019,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.4
2019,PODRAVSKA,SV. TROJICA V SLOV. GORICAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,70.94
2019,PODRAVSKA,SVETA ANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,61.14
2019,PODRAVSKA,SVETI JURIJ V SLOV. GORICAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.86
