year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_collected,waste_from_producers_no_record,waste_from_producers_with_record,waste_from_collectors_RS,waste_from_processors_RS
2018,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,18.16,0,18.16,0,0
2018,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1336.902,1145.87,191.03199999999998,0,0
2018,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,193.326,154.086,39.24,0,0
2018,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,310.03499999999997,1.1,308.935,0,0
2018,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0.909,0,0,0,0.909
2018,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3300.937,3300.937,0,0,0
2018,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2804.7999999999997,2768.79,36.010000000000005,0,0
2018,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2777.718,2775.3979999999997,2.32,0,0
2018,JUGOVZHODNA SLOVENIJA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0.012,0,0.012,0,0
2018,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,4662.291,0,49.11,186.56,4426.621
2018,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1225.055,1100.2440000000001,114.821,0,9.99
2018,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,204.788,124.09,25.958,0,54.74
2018,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,142.428,0,142.428,0,0
2018,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1151.28,0,1.46,0,1149.82
2018,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,778.825,778.4449999999999,0.2,0,0.18
2018,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2379.694,2352.984,23.88,0,2.83
2018,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2512.37,2512.37,0,0,0
2018,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1402.5700000000002,284.198,770.741,6.04,341.591
2018,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,414.76,0,249.574,0,165.186
2018,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,27.72,0,27.72,0,0
2018,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,26.506,0.603,25.903,0,0
2018,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,154.84,0,154.84,0,0
2018,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,509.968,399.156,78.272,10.5,22.04
2018,KOROŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.28,0,2.28,0,0
2018,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1823.1100000000001,1823.1100000000001,0,0,0
2018,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1665.15,0,1665.15,0,0
2018,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1409.8400000000001,1194.727,215.113,0,0
2018,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,501.55,16.95,457.36,27.24,0
2018,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2914.9629999999997,2764.458,150.505,0,0
2018,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3485.0899999999997,3462.785,22.305,0,0
2018,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1227.66,1156.074,71.586,0,0
2018,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,630.38,0,630.38,0,0
2018,OSREDNJESLOVENSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,6.52,0,6.52,0,0
2018,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,3949.853,0,3949.853,0,0
2018,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,26595.982,4050.578,16781.229,3173.034,2591.1409999999996
2018,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,8853.457,295.899,6007.838,506.06,2043.6599999999999
2018,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,760.17,5.18,390.75,364.24,0
2018,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,2465.53,0,208.65699999999998,4.844,2252.029
2018,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,8.352,0,8.352,0,0
2018,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,75102.561,17071.183,41765.415,10157.571,6108.392
2018,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,17047.93,7661.872,3889.7279999999996,2828.29,2668.04
2018,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11602.58,11449.152,153.428,0,0
2018,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,15.23,0,15.23,0,0
2018,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2492.7780000000002,1768.709,724.0690000000001,0,0
2018,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,956.047,131.474,824.573,0,0
2018,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,198.78,65.88,124.62,8.280000000000001,0
2018,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,126.848,0,7.8,0,119.048
2018,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1.24,0,1.24,0,0
2018,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8231.431999999999,7860.518,60.077000000000005,310.837,0
2018,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,7448.349,7062.026,371.68600000000004,14.637,0
2018,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9273.267,8297.844,396.683,578.74,0
2018,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,643.694,486.672,157.02200000000002,0,0
2018,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,34.747,0,34.747,0,0
2018,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,60.68,0,60.68,0,0
2018,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,438.451,0,0,0,438.451
2018,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2423.223,2100.279,322.944,0,0
2018,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,519.97,436.02000000000004,35.81,0,48.14
2018,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3218.148,3106.878,111.27,0,0
2018,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,324.804,0,66.18,0,258.624
2018,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,1.908,0,1.908,0,0
2018,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2.56,0,2.56,0,0
2018,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1412.8680000000002,816.476,567.292,28.9,0.2
2018,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,341.258,143.34,197.918,0,0
2018,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,40.791,0,0,0,40.791
2018,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1439.798,1180.055,193.32299999999998,66.42,0
2018,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1011.339,517.35,493.98900000000003,0,0
2018,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,404.285,362.385,41.9,0,0
2018,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,321.43,177.77100000000002,143.659,0,0
2018,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1.87,0,1.87,0,0
2018,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,10.2,0.4,9.8,0,0
2018,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,929.1429999999999,722.703,206.44,0,0
2018,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,800.17,750.98,49.19,0,0
2018,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1781.1599999999999,1603.8410000000001,177.319,0,0
2018,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,84.68,0,73.18,11.5,0
2018,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,171.06,0,171.06,0,0
2018,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1332.356,1228.806,103.55,0,0
2018,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,204.699,0.12,204.579,0,0
2018,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,276.8,0,250.5,0,26.3
2018,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1489.2,0,0,819.14,670.06
2018,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6789.936,6753.01,0.62,36.306,0
2018,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2232.847,2232.847,0,0,0
2018,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,8814.460000000001,8814.460000000001,0,0,0
2018,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,955.454,266.68,626.099,62.675,0
2018,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,271.45,0.38,245.606,0,25.464
2018,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,693.6,475.16200000000003,218.438,0,0
2018,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,753.838,746.22,7.618,0,0
2018,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,518.82,518.82,0,0,0
2019,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1800.374,1800.374,0,0,0
2019,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,419.64899999999994,293.36899999999997,126.28,0,0
2019,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,294.14,294.14,0,0,0
2019,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,12.41,0,12.41,0,0
2019,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3203.957,2964.772,167.105,72.08,0
2019,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3232.89,3227.27,5.62,0,0
2019,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4924.897,4897.937,26.96,0,0
2019,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,19.06,0,19.06,0,0
2019,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1716.8609999999999,1217.991,498.86999999999995,0,0
2019,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,177.708,17.328,160.38,0,0
2019,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,156.16,0.375,155.785,0,0
2019,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,9.124,0,0,0,9.124
2019,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2927.938,2811.628,0,116.31,0
2019,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2579.7999999999997,2540.42,39.379999999999995,0,0
2019,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2795.009,2794.669,0.34,0,0
2019,JUGOVZHODNA SLOVENIJA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0.107,0,0.107,0,0
2019,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,4168.5,0,83.02,252.16,3833.32
2019,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3732.262,1405.736,2314.016,0,12.51
2019,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,93.176,0,31.596,0,61.58
2019,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,106.84100000000001,0,106.84100000000001,0,0
2019,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1212.81,0,151.61,0,1061.2
2019,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1616.355,1614.905,1.45,0,0
2019,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2799.79,2779.34,19.48,0,0.97
2019,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2738.99,2738.99,0,0,0
2019,KOROŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,21.94,0,0,0,21.94
2019,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1605.333,396.324,897.11,34.379999999999995,277.519
2019,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,486.24,0,300.3,0,185.94
2019,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,59.08,0,59.08,0,0
2019,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,46.369,0,42.701,0,3.668
2019,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,119.36,0,119.36,0,0
2019,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,724.432,634.596,71.136,5.8999999999999995,12.8
2019,KOROŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.08,0,5.08,0,0
2019,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2194.524,2190.55,0,0,3.974
2019,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1235.9,0,1235.9,0,0
2019,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1612.7520000000002,1435.251,177.501,0,0
2019,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,434.98,11,423.98,0,0
2019,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2482.781,2333.783,148.998,0,0
2019,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3626.91,3599.14,27.77,0,0
2019,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1377.05,1315.67,61.38,0,0
2019,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,3390.236,0,3390.236,0,0
2019,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13121.687,4179.871,8896.886,23.55,21.38
2019,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3516.637,267.64,3123.565,82.052,43.38
2019,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,687.985,1.48,686.505,0,0
2019,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,612.953,0,58.578,151.712,402.663
2019,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,14.482,0,14.482,0,0
2019,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,54208.443,16987.729,29430.25,7692.18,98.284
2019,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,10002.403,9891.311,111.092,0,0
2019,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,12983.1,12854.962,128.138,0,0
2019,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,35.11,0,24.990000000000002,10.12,0
2019,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2460.563,1753.999,706.5640000000001,0,0
2019,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,959.07,47.95,911.12,0,0
2019,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,215.3,0,209.26,6.04,0
2019,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,239.38,0,0,0,239.38
2019,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1.31,0,1.31,0,0
2019,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7089.173,6982.682,64.26,42.231,0
2019,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,8894.363,7917.4580000000005,512.27,464.635,0
2019,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9022.913999999999,8391.795,452.79900000000004,178.32,0
2019,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,801.376,587.187,163.429,0,50.76
2019,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,81.756,0,81.756,0,0
2019,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,45.48,0,45.48,0,0
2019,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,347.064,0,0,0,347.064
2019,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2458.933,2243.496,215.437,0,0
2019,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,893.3100000000001,810.87,5.300000000000001,0,77.14
2019,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3547.23,3533.97,13.260000000000002,0,0
2019,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,241.496,0,50.77,0,190.726
2019,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,649.25,0,649.25,0,0
2019,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1650.165,958.33,665.795,26.04,0
2019,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,279.581,10.78,262.361,6.44,0
2019,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,7.92,0,7.92,0,0
2019,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,3.72,0,3.72,0,0
2019,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1069.9080000000001,936.1990000000001,75.649,58.06,0
2019,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1237.597,818.583,419.014,0,0
2019,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,525.6,525.52,0.08,0,0
2019,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,718.479,318.276,400.20300000000003,0,0
2019,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,61.95,55.32,6.63,0,0
2019,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,596.69,596.69,0,0,0
2019,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,917.62,869.33,48.29,0,0
2019,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1472.66,1356.48,116.18,0,0
2019,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,54.94,0,42.54,12.4,0
2019,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,194.78,0,194.78,0,0
2019,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3507.581,1415.974,1972.787,118.82,0
2019,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2131.3430000000003,0.14,2131.203,0,0
2019,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,329.49,0,327.67,0,1.82
2019,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,876.315,0,103.475,0,772.84
2019,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2079.14,0,0,60.68,2018.46
2019,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5681.7970000000005,5326.527,284.51,0,70.76
2019,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2474.509,2474.509,0,0,0
2019,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9645.156,9642.626,2.53,0,0
2019,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1003.466,319.63,646.809,37.027,0
2019,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,287.70000000000005,1.1,264.37,0.26,21.97
2019,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,802.0000000000001,513.107,288.89300000000003,0,0
2019,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,887.8100000000001,886.1,1.71,0,0
2019,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,569.34,569.34,0,0,0
2020,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1829.875,1829.755,0.12,0,0
2020,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,67.88,67.88,0,0,0
2020,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,582.12,570.22,11.9,0,0
2020,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,14.72,0,14.72,0,0
2020,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3380.977,2915.207,258.84,206.93,0
2020,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3748.38,3738.65,9.73,0,0
2020,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4603.421,4554.813,48.608,0,0
2020,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,30,0,30,0,0
2020,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1640.246,1244.382,395.864,0,0
2020,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,156.18599999999998,54.806,101.38,0,0
2020,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,182.708,2.59,180.118,0,0
2020,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,12,0,12,0,0
2020,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2832.229,2832.229,0,0,0
2020,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2849.135,2758.42,90.715,0,0
2020,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3230.863,3230.863,0,0,0
2020,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,4083.253,2.4,122.153,65.9,3892.8
2020,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1827.862,1743.343,66.919,0,17.6
2020,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,86.84,0,3.33,0,83.51
2020,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,22.343,1.098,21.245,0,0
2020,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,554.11,0,25.37,0,528.74
2020,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,869.134,866.414,1.84,0,0.88
