year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_generated_stored,temporarily_stored_start_year,generated_in_the_year,temporarily_stored_end_year,total_waste_given_away,waste_treated_by_original_generator,waste_transferred_for_treatment_in_RS,waste_sent_for_treatment_EU,waste_sent_for_treatment_outside_EU
2018,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,25.509,35.874,10.365000000000002,NA,NA,NA,NA,NA,NA
2019,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.179,8.587,3.4079999999999995,NA,NA,NA,NA,NA,NA
2019,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,33.97,0,-33.97,NA,NA,NA,NA,NA,NA
2019,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,7.562,4.411,-3.1510000000000007,NA,NA,NA,NA,NA,NA
2019,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,58.81,130.89,72.07999999999998,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1.42,5.74,4.32,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,61.118,46.412,-14.706,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,9.7,65.908,56.208000000000006,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,895.186,154.946,-740.24,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0.636,4.99,4.354,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,24.34,71.999,47.65899999999999,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,702.88,820.75,117.87,NA,NA,NA,NA,NA,NA
2019,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,20,145,125,NA,NA,NA,NA,NA,NA
2019,JUGOVZHODNASLOVENIJA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0.248,0.355,0.10699999999999998,NA,NA,NA,NA,NA,NA
2019,JUGOVZHODNASLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,5637.237,9805.737,4168.499999999999,NA,NA,NA,NA,NA,NA
2019,JUGOVZHODNASLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,29.012999999999998,20.34,-8.672999999999998,NA,NA,NA,NA,NA,NA
2019,JUGOVZHODNASLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,50.830000000000005,82.41199999999999,31.581999999999994,NA,NA,NA,NA,NA,NA
2019,JUGOVZHODNASLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,48.5,119.262,70.762,NA,NA,NA,NA,NA,NA
2019,JUGOVZHODNASLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1178.401,2391.211,1212.8099999999997,NA,NA,NA,NA,NA,NA
2019,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.076,11.78,-13.296000000000001,NA,NA,NA,NA,NA,NA
2019,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,10.7,19.06,8.36,NA,NA,NA,NA,NA,NA
2019,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.181,43.015,27.834000000000003,NA,NA,NA,NA,NA,NA
2019,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,100.05,61.64,-38.41,NA,NA,NA,NA,NA,NA
2019,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.5,0,-2.5,NA,NA,NA,NA,NA,NA
2019,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,41.52,0,-41.52,NA,NA,NA,NA,NA,NA
2019,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0,1.9,1.9,NA,NA,NA,NA,NA,NA
2019,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,26.496000000000002,18.922,-7.573999999999999,NA,NA,NA,NA,NA,NA
2019,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,7.7299999999999995,39.32,31.590000000000003,NA,NA,NA,NA,NA,NA
2019,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,600.4,0,-600.4,NA,NA,NA,NA,NA,NA
2019,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,89.73100000000001,2058.77,1969.039,NA,NA,NA,NA,NA,NA
2019,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,674.483,674.483,NA,NA,NA,NA,NA,NA
2019,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19.677,23.785,4.108,NA,NA,NA,NA,NA,NA
2019,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,13.549999999999999,30.86,17.31,NA,NA,NA,NA,NA,NA
2019,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0,82.64,82.64,NA,NA,NA,NA,NA,NA
2019,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,72.072,0.321,-71.751,NA,NA,NA,NA,NA,NA
2019,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,939.24,939.24,NA,NA,NA,NA,NA,NA
2019,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,92.39,169.855,77.465,NA,NA,NA,NA,NA,NA
2019,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0,0.144,0.144,NA,NA,NA,NA,NA,NA
2019,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0,10.441,10.441,NA,NA,NA,NA,NA,NA
2019,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.778,51.748,39.97,NA,NA,NA,NA,NA,NA
2019,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,28.37,28.37,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,14.104,3.44,-10.664,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,0.4,0,-0.4,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,17.969,21.65,3.681000000000001,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1.8399999999999999,27.131,25.291,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.521,17.269,-13.252,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,10.72,5,-5.72,NA,NA,NA,NA,NA,NA
2019,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.26,6.5,5.24,NA,NA,NA,NA,NA,NA
2019,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,5.2,5.2,0,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,17.96,0,-17.96,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.177,35.927,7.750000000000001,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,9,191.94,182.94,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,34.52,45.1,10.58,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,528.32,1377.46,849.14,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.456,1.688,-3.7680000000000007,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,360.728,110.56,-250.168,NA,NA,NA,NA,NA,NA
2019,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2.15,0,-2.15,NA,NA,NA,NA,NA,NA
2019,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,67.133,33.41,-33.723,NA,NA,NA,NA,NA,NA
2019,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,35.874,38.11,2.235999999999997,NA,NA,NA,NA,NA,NA
2019,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1954.329,0,1954.329,0,1954.329,0,1954.329,0,0
2019,GORENJSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,88.52,0,88.52,0,88.52,0,88.52,0,0
2019,GORENJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,530.551,0,530.551,0,530.551,0,530.551,0,0
2019,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3579.612,42.212,3537.4,35.165,3544.447,0,3544.447,0,0
2019,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2349.567,33.75,2315.817,4.05,2345.517,0,2345.517,0,0
2019,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,412.3,0,412.3,0,412.3,0,412.3,0,0
2019,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,352.46,0.001,352.459,0.001,352.459,0,352.459,0,0
2019,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,4.03,0,4.03,0,4.03,0,4.03,0,0
2019,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4269.059,87.027,4182.032,8.837,4260.117,0.105,4260.117,0,0
2019,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,549.97,0,549.97,0,549.97,0,549.97,0,0
2019,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,304.795,0,304.795,0,304.795,0,304.795,0,0
2019,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,202.54,2.5,200.04,0.3,202.24,0,14.98,187.26,0
2019,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3886.92,18.357,3868.563,16.366,3870.554,0,3870.554,0,0
2019,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1310.588,3.466,1307.122,2.605,1307.983,0,1307.983,0,0
2019,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,237.595,0.6,236.995,0.45,237.145,0,237.145,0,0
2019,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,27.07,0,27.07,0,27.07,0,27.07,0,0
2019,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,690.592,0.867,689.725,1.284,681.773,7.535,681.773,0,0
2019,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,80.486,0.04,80.446,0.05,78.006,2.43,78.006,0,0
2019,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,218.607,1.08,217.527,0.46,217.887,0.26,217.887,0,0
2019,JUGOVZHODNASLOVENIJA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,0.107,0,0.107,0,0.107,0,0.107,0,0
2019,JUGOVZHODNASLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,3085.963,3,3082.963,2,3083.963,0,3083.963,0,0
2019,JUGOVZHODNASLOVENIJA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1497.116,0,1497.116,0,1497.116,0,1497.116,0,0
2019,JUGOVZHODNASLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5490.468,11.743,5478.725,16.713,5473.755,0,5473.755,0,0
2019,JUGOVZHODNASLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2959.489,2.283,2957.206,6.095,2953.394,0,2953.394,0,0
2019,JUGOVZHODNASLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,295.367,0,295.367,0,295.367,0,295.367,0,0
2019,JUGOVZHODNASLOVENIJA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,2.303,0.001,2.302,0.001,2.302,0,2.302,0,0
2019,JUGOVZHODNASLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,8.308,0,8.308,0,8.308,0,8.308,0,0
2019,JUGOVZHODNASLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1514.144,8.472,1505.672,0.461,1513.623,0.06,1513.623,0,0
2019,JUGOVZHODNASLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,52.703,0,52.703,0,52.703,0,52.703,0,0
2019,JUGOVZHODNASLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,208.95,0,208.95,0,208.95,0,208.95,0,0
2019,KOROŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,321.82,0,321.82,0,21.82,300,21.82,0,0
2019,KOROŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1799.94,0.43,1799.51,0.06,1799.88,0,1799.88,0,0
2019,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1769.636,1.315,1768.321,0.65,1768.986,0,1768.986,0,0
2019,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,423.114,0.4,422.714,0.4,422.714,0,422.714,0,0
2019,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,56.3,0,56.3,0,56.3,0,56.3,0,0
2019,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,20.673,0,20.673,0,20.673,0,20.673,0,0
2019,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,94.32,0,94.32,0,94.32,0,94.32,0,0
2019,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,376.434,0.145,376.289,0.155,376.129,0.15,376.129,0,0
2019,KOROŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,116.13,0,116.13,0,116.13,0,116.13,0,0
2019,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,522.929,0,522.929,0,522.929,0,522.929,0,0
2019,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1235.9,0,1235.9,0,1235.9,0,1235.9,0,0
2019,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2182.33,8.016,2174.314,35.941,2146.389,0,2146.389,0,0
2019,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1131.817,2.263,1129.554,0.55,1131.267,0,1131.267,0,0
2019,OBALNO-KRAŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,3.12,0,3.12,0,3.12,0,3.12,0,0
2019,OBALNO-KRAŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,3.41,0.344,3.066,0.021,3.389,0,3.389,0,0
2019,OBALNO-KRAŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,12.58,0,12.58,0,12.58,0,12.58,0,0
2019,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,758.95,22.331,736.619,0.077,758.793,0.08,758.793,0,0
2019,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,190.995,0.2,190.795,0.2,190.795,0,190.795,0,0
2019,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,70.353,0,70.353,0,70.353,0,70.353,0,0
2019,OSREDNJESLOVENSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,64.1,13.7,50.4,13.7,50.4,0,50.4,0,0
2019,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,712.82,80.39,632.43,3.4,709.42,0,709.42,0,0
2019,OSREDNJESLOVENSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,24.152,0,24.152,0,24.152,0,24.152,0,0
2019,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,6832.158,7.06,6825.098,0,6832.158,0,2316.717,4515.441,0
2019,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,30236.813,52.509,30184.304,17.315,30218.623,0.875,30218.623,0,0
2019,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,5646.733,14.606,5632.127,22.315,5623.309,1.109,5623.309,0,0
2019,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1959.151,7.905,1951.246,0.012,1959.139,0,1959.139,0,0
2019,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,697.884,0.005,697.879,0.005,697.879,0,697.879,0,0
2019,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,4.368,0,4.368,0.03,4.338,0,4.338,0,0
2019,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,38193.276,54.834,38138.442,1.853,38191.253,0.17,38191.253,0,0
2019,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,140.935,0.77,140.165,0.01,140.925,0,140.925,0,0
2019,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,667.145,5.76,661.385,3.27,663.875,0,663.875,0,0
2019,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,60.26,0,60.26,0,60.26,0,60.26,0,0
2019,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,647.16,0,647.16,0,647.16,0,647.16,0,0
2019,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7926.27,0.608,7925.662,0.796,7921.801,3.673,7575.781,346.02,0
2019,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2434.004,0.9,2433.104,1.2,2429.514,3.29,2429.514,0,0
2019,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,394.552,0.2,394.352,1,393.552,0,393.552,0,0
2019,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,95.763,0,95.763,0.26,95.503,0,95.503,0,0
2019,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,12029.435,5.744,12023.691,1.526,12024.929,2.98,5596.129,6428.8,0
2019,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1168.826,0,1168.826,0,1168.826,0,1168.826,0,0
2019,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1026.538,2.1,1024.438,3.7,1022.838,0,1022.838,0,0
2019,POMURSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1923.78,0,1923.78,0,1923.78,0,1923.78,0,0
2019,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2469.158,152.257,2316.901,1.12,2468.038,0,2468.038,0,0
2019,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,560.164,3.805,556.359,0.695,559.469,0,559.469,0,0
2019,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,47.72,2.8,44.92,0.8,46.92,0,46.92,0,0
2019,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0.411,0,0.411,0,0,0.411,0,0,0
2019,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,179.9,0.52,179.38,0.02,179.27,0.61,179.27,0,0
2019,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.9,0,3.9,0,3.9,0,3.9,0,0
2019,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,33.23,0,33.23,0,33.23,0,33.23,0,0
2019,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,50.77,0,50.77,0,50.77,0,50.77,0,0
2019,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,19776.075,4606.417,15169.658,5555.076,0,14220.999,0,0,0
2019,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,4349.386,0,4349.386,0,4349.386,0,1539.112,2810.274,0
2019,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1197.117,1.462,1195.655,1.625,1184.872,10.62,1184.872,0,0
2019,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,695.866,117,578.866,99,364.866,232,364.866,0,0
2019,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,26.54,0,26.54,0,26.54,0,26.54,0,0
2019,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,4.808,0,4.808,0,4.808,0,4.808,0,0
2019,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,335.546,0.405,335.141,0.405,331.096,4.045,331.096,0,0
2019,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,527.714,0.21,527.504,0.21,527.504,0,527.504,0,0
2019,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,114.215,1.18,113.035,0,113.335,0.88,113.335,0,0
2019,PRIMORSKO-NOTRANJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,28.36,5.64,22.72,7,21.36,0,21.36,0,0
2019,PRIMORSKO-NOTRANJSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,8.602,0,8.602,0,8.602,0,8.602,0,0
2019,PRIMORSKO-NOTRANJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,5141.625,0,5141.625,0,5141.625,0,3468.575,1673.05,0
2019,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1342.802,6.286,1336.516,6.536,1336.266,0,1336.266,0,0
2019,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,712.784,0,712.784,0,712.784,0,712.784,0,0
2019,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,123.912,0,123.912,0,123.912,0,123.912,0,0
2019,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,801.179,14.18,786.999,0.23,800.949,0,663.769,137.18,0
2019,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,22.02,0,22.02,0,22.02,0,22.02,0,0
2019,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,46.21,1.22,44.99,0.9,45.31,0,45.31,0,0
2019,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,243.34,4.5,238.84,0,243.34,0,243.34,0,0
2019,SAVINJSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,1550.26,0,1550.26,0,1550.26,0,1550.26,0,0
2019,SAVINJSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,0.005,0,0.005,0,0.005,0,0.005,0,0
2019,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1417.382,0.998,1416.384,0.645,1416.737,0,1416.737,0,0
2019,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8827.735,13.11,8814.625,5.407,8822.328,0,8822.328,0,0
2019,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4342.779,3.002,4339.777,4.402,4338.377,0,4338.377,0,0
2019,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,748.71,0,748.71,0,748.71,0,748.71,0,0
2019,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,103.955,0,103.955,0,103.955,0,103.955,0,0
2019,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1677.54,0,1677.54,0,1677.54,0,1677.54,0,0
2019,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1280.617,0.108,1280.509,1.021,1279.391,0.205,1249.551,29.84,0
2019,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,186.73,1.2,185.53,0.95,185.78,0,185.78,0,0
2019,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,124.51,0,124.51,0,124.51,0,124.51,0,0
2019,ZASAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,414.41,0,414.41,0,414.41,0,414.41,0,0
