year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_given_away,waste_handed_to_collectors_RS,waste_delivered_to_operators_RS,waste_sent_to_EU,waste_sent_to_non_EU
2016,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3210.14,820.6,2389.54,0,0
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.02,0,1.02,0,0
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.09,0,1.09,0,0
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,186.98,0,186.98,0,0
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,232.18,0,232.18,0,0
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,372.18,0,90.7,281.48,0
2016,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1862.1,0,1862.1,0,0
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,56.01,0,56.01,0,0
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,146.88,0,146.88,0,0
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,542.92,126.7,416.22,0,0
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,737.68,0,737.68,0,0
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3179.08,2345.04,834.04,0,0
2016,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3498.22,0,3498.22,0,0
2016,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.58,0,25.58,0,0
2016,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,48.3,0,48.3,0,0
2016,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,88.256,4.94,83.316,0,0
2016,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,119.343,0,119.343,0,0
2016,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,231.79,0,231.79,0,0
2016,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,35.39,0,35.39,0,0
2016,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,85.44,0,85.44,0,0
2016,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,326.826,0,326.826,0,0
2016,POMURSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,0.631,0,0.631,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6.16,0,6.16,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,25.66,0,25.66,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,52.159,19.68,32.479,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,159.349,31.77,127.579,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,500.057,0,500.057,0,0
2016,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1099.942,0,1099.942,0,0
2016,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.78,0,0.78,0,0
2016,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.18,0,1.18,0,0
2016,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,252.5,0,252.5,0,0
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9.94,0,9.94,0,0
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,49.84,0,49.84,0,0
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,119.482,0,119.482,0,0
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,972.92,0,972.92,0,0
2016,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1043.48,0,1043.48,0,0
2016,POSAVSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,23.04,0,23.04,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.61,0,11.61,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,56.53,4.65,51.88,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,110.975,32.56,78.415,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,190.728,55.23,135.498,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,471.76,0,471.76,0,0
2016,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,585.763,0,585.763,0,0
2016,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,9.78,0,9.78,0,0
2016,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,20.68,0,20.68,0,0
2016,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,65.1,0,65.1,0,0
2016,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0.2,0,0.2,0,0
2016,POSAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,5.12,0,5.12,0,0
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.16,0,15.16,0,0
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,146.14,0,146.14,0,0
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,210.112,30.8,179.312,0,0
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,237.641,105.445,132.196,0,0
2016,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,601.46,0,601.46,0,0
2016,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,26.9,0,26.9,0,0
2016,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,54.76,0,54.76,0,0
2016,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,264.48,0,264.48,0,0
2016,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,302.28,302.28,0,0,0
2016,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,35.88,0,35.88,0,0
2016,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,118.74,0,118.74,0,0
2016,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,505.04,0,505.04,0,0
2016,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,614.91,0,614.91,0,0
2016,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,70.098,24.236,45.862,0,0
2016,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,101.4,0,101.4,0,0
2016,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,102.254,43.16,59.094,0,0
2016,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1.24,1.24,0,0,0
2016,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,141.9,38.46,103.44,0,0
2016,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,252.416,169.678,82.738,0,0
2016,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,544.61,544.61,0,0,0
2016,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,87.49,0,87.49,0,0
2016,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,216.68,0,216.68,0,0
2016,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,273.02,20.22,252.8,0,0
2016,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,149.86,89.88,59.98,0,0
2016,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,181.86,0,181.86,0,0
2016,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,914.74,0,914.74,0,0
2016,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,4.5,0,4.5,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.96,0,6.96,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,29.408,0,29.408,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,117.261,8,109.261,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,129.37,3.5,125.87,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,137.28,0,137.28,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,167.322,162.732,4.59,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,282.118,11.9,270.218,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,530,0,530,0,0
2016,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,652.043,184.84,467.203,0,0
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.18,0,0.18,0,0
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2.315,0,2.315,0,0
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15.14,0,15.14,0,0
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,26.26,26.26,0,0,0
2016,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,123.862,0,1.482,122.38,0
2016,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,5.44,0,5.44,0,0
2016,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,24.56,0,24.56,0,0
2016,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,59.24,0,59.24,0,0
2016,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,24.156,0,24.156,0,0
2016,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,390.171,0,390.171,0,0
2016,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,3168.97,0,1272.29,1896.68,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.24,0,13.24,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,42.89,0,42.89,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,70.72,0,70.72,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,273.643,78.3,195.343,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,319.81,14.98,304.83,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,836.634,0,836.634,0,0
2016,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1995.245,0,1995.245,0,0
2016,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,70,0,70,0,0
2016,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,146.14,0,146.14,0,0
2016,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,655.872,0,655.872,0,0
2016,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,946.44,0,946.44,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,150.445,0,150.445,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,171.96,0,171.96,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,246.2,0,246.2,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,516.43,0,516.43,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2918.26,0,2918.26,0,0
2016,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4837.314,0,4837.314,0,0
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,66.334,21.35,44.984,0,0
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,84.88,26.74,58.14,0,0
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,119.86,29.73,90.13,0,0
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,205.257,118.957,86.3,0,0
2016,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1015.465,0,1015.465,0,0
2016,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,146.5,0,146.5,0,0
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,45.53,0,45.53,0,0
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,52.156,4.86,47.296,0,0
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,54.731,15.691,39.04,0,0
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,140.78,21.02,119.76,0,0
2016,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,418.799,0,418.799,0,0
2016,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,34.59,0,34.59,0,0
2016,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,148.38,0,148.38,0,0
2016,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,184.78,0,184.78,0,0
2016,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,187.84,0,187.84,0,0
2016,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,94.08,0,94.08,0,0
2016,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,104.46,0,104.46,0,0
2016,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,183,0,183,0,0
2016,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,226.9,0,226.9,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.56,0,0.56,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.828,0,1.828,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.956,0,21.956,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,37.215,15.01,22.205,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,41.788,13.434,28.354,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,53.181,9.2,43.981,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,113.809,32.6,81.209,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,122.22,122.22,0,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,130.307,30.531,99.776,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,146.367,63.386,82.981,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,378.28,148.509,229.771,0,0
2017,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,555.183,105.907,449.276,0,0
2017,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,26.99,5.16,21.83,0,0
2017,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,497.47,0,497.47,0,0
2017,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,4.466,0,4.466,0,0
2017,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,38.86,31.16,7.7,0,0
2017,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,149.67,149.67,0,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,35.006,6.967,28.039,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,80.684,15.372,65.312,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,82.25,42.22,40.03,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,107.39,0,107.39,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,110.605,105.275,5.33,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,111.68,111.68,0,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,128.585,115.645,12.94,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,383.532,228.21,155.322,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,400.405,296.21,104.195,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,415.756,87.791,327.965,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,436.198,0,436.198,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,479.099,295.08,184.019,0,0
2017,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,787.663,92.953,694.71,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0,0,0,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,56.78,0,56.78,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,75.9,0,75.9,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,119.07,32.4,86.67,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,126,0,126,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,384.84,65.21,319.63,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,727.86,60.52,667.34,0,0
2017,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1335,0,1335,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.18,0,51.18,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,104.58,0,104.58,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,162.6,0,162.6,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,184.18,140.64,43.54,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,194.97,0,194.97,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,278.98,0,278.98,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,362.2,362.2,0,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,597.74,0,597.74,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1053.55,0,1053.55,0,0
2017,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1196.264,0,1196.264,0,0
2017,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,18.16,18.16,0,0,0
2017,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,227.248,77.22,150.028,0,0
2017,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,227.92,106.21,121.71,0,0
2017,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,308.838,308.838,0,0,0
2017,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,482.769,173.121,309.648,0,0
2017,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,10.55,0,10.55,0,0
2017,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,182.36,182.36,0,0,0
2017,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,49.158,49.158,0,0,0
2017,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,8.317,2.727,5.59,0,0
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.43,0,7.43,0,0
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,157.306,137.306,20,0,0
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,221.393,36.371,185.022,0,0
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,435.267,179.91,255.357,0,0
2017,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1902.437,1837.217,0,65.22,0
2017,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,388.4,0,388.4,0,0
2017,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,506.06,0,506.06,0,0
2017,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2362.13,2362.13,0,0,0
2017,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,169.72,2.54,167.18,0,0
2017,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,333.86,0,333.86,0,0
2017,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,343.109,0,343.109,0,0
2017,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1624.012,1624.012,0,0,0
2017,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,115.87,115.87,0,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.62,0,15.62,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,90.935,4.64,86.295,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,91.648,9.9,81.748,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,108.11,20.548,87.562,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,118.778,16.304,102.474,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,124.012,42.015,81.997,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,522.135,87.401,434.734,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1551.296,0,41.404,1509.892,0
2017,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3.5,0,3.5,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4.98,0,4.98,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,6.498,0,6.498,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,8.002,4.314,3.688,0,0
2017,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,12.104,10.558,1.546,0,0
2017,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,75.54,0,75.54,0,0
2017,JUGOVZHODNA SLOVENIJA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,121.82,0,0,121.82,0
2017,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.142,0,0.142,0,0
2017,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.104,0,2.104,0,0
2017,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.1,3.13,17.97,0,0
2017,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,27.191,0.84,26.351,0,0
