year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_received,untreated_waste_from_storage_start_year,waste_received_own_waste,waste_received_from_generators,waste_received_from_collectors,waste_received_from_treatment,waste_received_from_EU,waste_received_from_non_EU
2017,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,556.12,0,0,464.94,91.18,0,0,0
2017,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3280.859,0,0,1805.3990000000001,1475.46,0,0,0
2017,POSAVSKA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,25845.104,0,25845.104,0,0,0,0,0
2017,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,399.065,0,0,399.065,0,0,0,0
2017,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2848.9669999999996,0,0,1572.684,774.39,501.893,0,0
2017,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,649.61,0,338.88,76.47,45.22,189.04,0,0
2017,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,18.116,0,0,18.116,0,0,0,0
2017,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,41534.618,0,0,4305.852999999999,255.056,387.009,16319.374,20267.326
2017,POSAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,1620.08,0,0,0,1394.04,226.04,0,0
2017,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,166449.886,0,4,5170.753000000001,5386.759999999999,14009.045,134245.943,7633.385
2017,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,492.96,0,245.04,36.6,211.32,0,0,0
2017,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,626.0400000000001,0,20.48,515.08,90.48,0,0,0
2017,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,154.4,0,0,154.4,0,0,0,0
2017,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,126.245,0,0,126.245,0,0,0,0
2017,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,4.2,0,0,4.2,0,0,0,0
2017,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,217.59,0,0,217.59,0,0,0,0
2017,SAVINJSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,1421.72,0,0,1421.72,0,0,0,0
2017,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2440.208,0,0,1692.768,6,0,741.44,0
2017,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10461.46,0,0,8229.342999999999,958.874,1177.673,95.57,0
2017,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3425.899,0,0,2770.389,205.07,450.44000000000005,0,0
2017,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,137.702,0,0,132.542,5.16,0,0,0
2017,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,295.68,0,0,129.02,0,142.66,24,0
2017,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,3354.56,0,0,0.96,0,3353.6,0,0
2017,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5398.575,0,26.981,2575.364,2741.0780000000004,53.352,1.8,0
2017,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2104.501,0,0,164.245,1940.256,0,0,0
2017,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,13181.974,0,0,46.78,13135.194000000001,0,0,0
2017,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,79.496,0,0,79.496,0,0,0,0
2017,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1095.616,0,0,1095.616,0,0,0,0
2017,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,310.43,0,0,310.43,0,0,0,0
2017,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1417.294,0,0,732.514,684.78,0,0,0
2018,GORENJSKA,03 01 01,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,27,0,0,27,0,0,0,0
2018,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1888.4370000000001,0,0,1876.9370000000001,11.5,0,0,0
2018,GORENJSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,0.3,0,0,0.3,0,0,0,0
2018,GORENJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1626.127,0,0,1626.127,0,0,0,0
2018,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6058.456,0,0,5273.451,561.393,67.876,9.568,146.168
2018,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,5858.575,0,0,2229.9900000000002,2488.725,1139.86,0,0
2018,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,594.72,0,0,84.51,510.21,0,0,0
2018,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,3418.381,0,0,694.573,1368.7649999999999,621.303,701.17,32.57
2018,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2635.301,0,0,46.465,963.276,1625.56,0,0
2018,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4997.524,0,0.09,4530.13,465.55,1.754,0,0
2018,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1837.896,0,0,736.622,421.71000000000004,679.564,0,0
2018,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,6235.271,0,0,5100.571,1134.7,0,0,0
2018,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,19.7,0,0,0,0,19.7,0,0
2018,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2225.676,0,0,1587.261,638.415,0,0,0
2018,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,694.758,0,0,682.838,11.92,0,0,0
2018,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,58,0,0,58,0,0,0,0
2018,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,53.419,0,0,8.09,0,17.449,27.88,0
2018,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,986.289,0,19.165000000000003,965.364,1.76,0,0,0
2018,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,14.85,0,0,14.85,0,0,0,0
2018,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,310.47499999999997,0,0.51,35.335,274.63,0,0,0
2018,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,2664.294,0,0,2664.294,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,53.04,0,0,53.04,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1846.401,0,0,1846.401,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7005.985000000001,0,0,5805.262,373.78999999999996,826.933,0,0
2018,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3285.765,0,0,3257.037,28.728,0,0,0
2018,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,188.466,0,0,188.466,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,10.18,0,0,10.18,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,3.66,0,0,3.66,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2430.292,0,0.055,2316.035,114.14200000000001,0.06,0,0
2018,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,299.959,0,0,299.959,0,0,0,0
2018,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1729.484,0,0,931.094,798.39,0,0,0
2018,KOROŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,28.9,0,0,28.9,0,0,0,0
2018,KOROŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1828.35,0,0,1828.35,0,0,0,0
2018,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1146.195,0,0,899.695,246.5,0,0,0
2018,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,122.86,0,0,122.86,0,0,0,0
2018,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,499.553,0,0.08,499.473,0,0,0,0
2018,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2224.64,0,0,2197.84,26.8,0,0,0
2018,OBALNO-KRAŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,333.027,0,0,333.027,0,0,0,0
2018,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4204.0289999999995,0,0,3008.56,373.56,748.489,73.42,0
2018,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,755.604,0,0,734.924,20.68,0,0,0
2018,OBALNO-KRAŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,137.127,0,0,137.127,0,0,0,0
2018,OBALNO-KRAŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,278.855,0,0,7.228,18.64,0,252.987,0
2018,OBALNO-KRAŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,9.38,0,0,9.38,0,0,0,0
2018,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1809.963,0,0.07,1248.969,120.13300000000001,182.371,258.42,0
2018,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,591.39,0,0,591.39,0,0,0,0
2018,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,22.569000000000003,0,0,22.569000000000003,0,0,0,0
2018,OSREDNJESLOVENSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,63.22,0,0,63.22,0,0,0,0
2018,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,714.9939999999999,0,0,644.194,70.8,0,0,0
2018,OSREDNJESLOVENSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,33.099000000000004,0,0,26.579,6.52,0,0,0
2018,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,6578.533,0,0,2126.494,120.13199999999999,0,1987.493,2344.414
2018,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,48930.959,0,218.129,16617.199,16740.763,15076.582,278.286,0
2018,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,11461.34,0,26.94,2809.483,1998.292,6599.345,27.28,0
2018,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,2380.376,0,0,1855.1200000000001,427.526,97.72999999999999,0,0
2018,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,91217.02799999999,0,0,1337.993,332.48100000000005,84603.52799999999,4781.356,161.67
2018,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,46.48,0,0,0,0,46.48,0,0
2018,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,95982.46399999999,0,0.165,10972.315,63170.998,17575.564,4263.4220000000005,0
2018,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,31751.416,0,0,10562.61,14446.616,6742.19,0,0
2018,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,13168.101999999999,0,0,10111.506,2037.896,1018.7,0,0
2018,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,429.18,0,0,0,429.18,0,0,0
2018,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1520.154,0,0,1520.154,0,0,0,0
2018,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7805.929,0,26.635,5716.257,1673.91,359.167,29.96,0
2018,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,460.695,0,7.08,375.932,77.68299999999999,0,0,0
2018,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,4.72,0,0,4.72,0,0,0,0
2018,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,5539.128,0,0,46.8,413.548,745.23,4221.05,112.5
2018,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,9900.4,0,5.64,5825.527,2361.693,416.66,1290.88,0
2018,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2623.205,0,0,371.643,2211.022,40.54,0,0
2018,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1840.2949999999998,0,229.96,929.796,666.859,13.68,0,0
2018,POMURSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1664.558,0,0,1664.558,0,0,0,0
2018,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3651.986,0,28.96,1908.886,742.203,971.9369999999999,0,0
2018,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,315.734,0,0,315.734,0,0,0,0
2018,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,303.858,0,0.96,0,0,302.898,0,0
2018,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2440.594,0,0.38,1809.047,631.167,0,0,0
2018,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,563.3,0,0.2,428.06,135.04,0,0,0
2018,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5244.938,0,154.328,1926.78,1607.66,1556.17,0,0
2018,POSAVSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,25367,0,25367,0,0,0,0,0
2018,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,376.657,0,0,376.657,0,0,0,0
2018,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2407.022,0,10.24,966.0949999999999,849.91,580.777,0,0
2018,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,252.63,0,170,77.07,5.5600000000000005,0,0,0
2018,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,0.26,0,0,0.26,0,0,0,0
2018,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,50645.347,0,0,3054.915,166.434,2861.843,24227.902,20334.253
2018,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,167104.568,0,7.46,5137.956,4170.799,20191.408,129451.609,8145.336
2018,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1913.895,0,183.305,1480.53,112.36,137.7,0,0
2018,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,242.662,0,0,142.32,6.82,0,93.522,0
2018,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,619.74,0,0,619.74,0,0,0,0
2018,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,302.98699999999997,0,0,203.117,99.87,0,0,0
2018,SAVINJSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,1802.77,0,0,1802.77,0,0,0,0
2018,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2099.012,0,0,1302.982,0,0,796.03,0
2018,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,17457.087,0,0,11397.907000000001,5380.5470000000005,678.6329999999999,0,0
2018,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4935.04,0,0,3238.331,531.599,1165.1100000000001,0,0
2018,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,224.082,0,0,224.082,0,0,0,0
2018,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,155.13,0,0,155.13,0,0,0,0
2018,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2120.6,0,0,26,0,2094.6,0,0
2018,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,6524.700999999999,0,0.1,2854.098,3532.299,96.584,41.62,0
2018,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2923.107,0,0,145.818,2777.289,0,0,0
2018,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,17396.416999999998,0,0,37.126999999999995,17359.289999999997,0,0,0
2018,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.9750000000000005,0,0,5.9750000000000005,0,0,0,0
2018,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,64.328,0,0,64.328,0,0,0,0
2018,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,137.54,0,0,137.54,0,0,0,0
2018,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1052.13,0,0,991.45,60.68,0,0,0
2019,GORENJSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,0.1,0,0,0.1,0,0,0,0
2019,GORENJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,9469.220000000001,0,5894.909,3561.911,12.4,0,0,0
2019,GORENJSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,20.8,0,0,20.8,0,0,0,0
2019,GORENJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,422.673,0,0,422.673,0,0,0,0
2019,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5992.841,0,0,5430.187,487.704,6.55,5.5,62.9
2019,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4453.586,0,0,2928.282,27.46,1497.844,0,0
2019,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,915.5999999999999,0,0,621.4599999999999,294.14,0,0,0
2019,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,1552.133,0,0,394.697,132.274,386.17199999999997,638.99,0
2019,GORENJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,3795.676,0,0,11.086,1230,2554.59,0,0
2019,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5926.305,0,0,5403.049,512.345,10.911,0,0
2019,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1757.431,0,0,562.013,516.63,678.788,0,0
2019,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7766.803,0,0,5058.563,2703.96,4.28,0,0
2019,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2333.2019999999998,0,0,1624.488,708.7139999999999,0,0,0
2019,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,643.614,0,0,625.384,18.23,0,0,0
2019,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,681.64,0,0,76.64,605,0,0,0
2019,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,41.74,0,0,25.46,0,0,16.28,0
2019,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1101.2240000000002,0,7.47,1032.113,61.641,0,0,0
2019,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,26.77,0,2.43,22.08,2.26,0,0,0
2019,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,353.919,0,0.26,8.99,344.669,0,0,0
2019,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1914.213,0,0,1914.213,0,0,0,0
2019,JUGOVZHODNA SLOVENIJA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2225.565,0,0,1913.348,312.217,0,0,0
2019,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6709.429,0,0,6036.757,350.224,322.448,0,0
2019,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3296.2529999999997,0,0,3240.755,53.018,2.48,0,0
2019,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,125.75999999999999,0,0,117.83999999999999,7.92,0,0,0
2019,JUGOVZHODNA SLOVENIJA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,57.001000000000005,0,0,9.360999999999999,3.72,0,43.92,0
2019,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,11.05,0,0,11.05,0,0,0,0
2019,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2428.3160000000003,0,0,2283.063,100.933,0,44.32,0
2019,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,250.43200000000002,0,0,200.798,49.634,0,0,0
2019,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2242.2599999999998,0,210.86,1145.8700000000001,885.53,0,0,0
2019,KOROŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,319.82,0,300,19.82,0,0,0,0
2019,KOROŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,1364.66,0,0,1364.66,0,0,0,0
2019,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1382.255,0,0,1105.519,276.736,0,0,0
2019,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,135.858,0,0,135.858,0,0,0,0
2019,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,13.36,0,0,13.36,0,0,0,0
2019,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,177.018,0,0,0,0,177.018,0,0
2019,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,909.409,0,0.15,900.339,8.92,0,0,0
2019,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2515.549,0,0,2465.599,49.95,0,0,0
2019,OBALNO-KRAŠKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,45.5,0,0,45.5,0,0,0,0
2019,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4024.581,0,0,3053.569,429.491,541.521,0,0
2019,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,753.6610000000001,0,0,745.981,7.68,0,0,0
2019,OBALNO-KRAŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,94.16999999999999,0,0,94.16999999999999,0,0,0,0
2019,OBALNO-KRAŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,27.516,0,0,4.866,0,0,22.65,0
2019,OBALNO-KRAŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,12.58,0,0,12.58,0,0,0,0
2019,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2340.471,0,0,1060.7759999999998,318.289,37.566,923.8399999999999,0
2019,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1151.52,0,0,1151.52,0,0,0,0
2019,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4.45,0,0,4.45,0,0,0,0
2019,OSREDNJESLOVENSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,71.94,0,0,71.94,0,0,0,0
2019,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,2725.75,0,0,2529.46,196.29000000000002,0,0,0
2019,OSREDNJESLOVENSKA,03 03 01,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,116.274,0,0,116.274,0,0,0,0
2019,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,14743.445,0,0,3709.061,4039.466,0,5498.676,1496.242
2019,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,48713.521,0,0.875,26209.404000000002,16132.785999999998,5735.436000000001,490.74,144.28
