"year","name_of_company","statistical_region","waste_code","type_of_waste","waste_category","waste_received","waste_from_producers_no_list","waste_from_producers_with_list","waste_from_other_collectors","waste_from_processors"
2019,"JAVNO PODJETJE KOMUNALA TRBOVLJE d.o.o.","ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",500.1,500.1,0,0,0
2019,"JAVNO PODJETJE KOMUNALA TRBOVLJE d.o.o.","ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",172.3,172.3,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ZAGORJE, d.o.o.","ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",133.97,133.97,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ZAGORJE, d.o.o.","ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",224.68,224.68,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ZAGORJE, d.o.o.","ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",386,386,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ZAGORJE, d.o.o.","ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",148.98,148.98,0,0,0
2019,"JAVNO PODJETJE KOMUNALA d.o.o. Sevnica","POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",117.65,117.65,0,0,0
2019,"JAVNO PODJETJE KOMUNALA d.o.o. Sevnica","POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",5.76,5.76,0,0,0
2019,"JAVNO PODJETJE KOMUNALA d.o.o. Sevnica","POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",223.73,223.73,0,0,0
2019,"JAVNO PODJETJE KOMUNALA d.o.o. Sevnica","POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",244.12,244.12,0,0,0
2019,"JAVNO PODJETJE KOMUNALA d.o.o. Sevnica","POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",127.2,127.2,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ČRNOMELJ d.o.o.","JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",182.72,182.72,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ČRNOMELJ d.o.o.","JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",37.16,37.16,0,0,0
2019,"JAVNO PODJETJE KOMUNALA ČRNOMELJ d.o.o.","JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",376.11,376.11,0,0,0
2019,"JAVNO PODJETJE KOMUNALA, d.o.o. Mozirje","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",50.024,50.024,0,0,0
2019,"JAVNO PODJETJE KOMUNALA, d.o.o. Mozirje","SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",48.48,48.48,0,0,0
2019,"JAVNO PODJETJE KOMUNALA, d.o.o. Mozirje","SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",224,224,0,0,0
2019,"JAVNO PODJETJE KOMUNALNO STANOVANJSKO PODJETJE Litija, d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",166.008,166.008,0,0,0
2019,"JAVNO PODJETJE KOMUNALNO STANOVANJSKO PODJETJE Litija, d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",71.802,71.802,0,0,0
2019,"JAVNO PODJETJE KOMUNALNO STANOVANJSKO PODJETJE Litija, d.o.o.","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",281.75,281.75,0,0,0
2019,"JAVNO PODJETJE KOMUNALNO STANOVANJSKO PODJETJE Litija, d.o.o.","OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",614.63,614.63,0,0,0
2019,"JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",2052.201,2052.201,0,0,0
2019,"JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.","OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",141.54,141.54,0,0,0
2019,"JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.","OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",1.48,1.48,0,0,0
2019,"JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",8568.606,8568.606,0,0,0
2019,"JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",4958.07,4958.07,0,0,0
2019,"JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.","OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",6501.74,6501.74,0,0,0
2019,"JEKO, javno komunalno podjetje, d.o.o., Jesenice","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",114.25,114.25,0,0,0
2019,"JEKO, javno komunalno podjetje, d.o.o., Jesenice","GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",23.32,23.32,0,0,0
2019,"JEKO, javno komunalno podjetje, d.o.o., Jesenice","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",383.467,383.467,0,0,0
2019,"JEKO, javno komunalno podjetje, d.o.o., Jesenice","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",474.61,474.61,0,0,0
2019,"JEKO, javno komunalno podjetje, d.o.o., Jesenice","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1401.1599999999999,1401.1599999999999,0,0,0
2019,"JKP, JAVNO KOMUNALNO PODJETJE d.o.o. SLOVENSKE KONJICE","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",136.16,136.16,0,0,0
2019,"JKP, JAVNO KOMUNALNO PODJETJE d.o.o. SLOVENSKE KONJICE","SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",285.068,285.068,0,0,0
2019,"JKP, JAVNO KOMUNALNO PODJETJE d.o.o. SLOVENSKE KONJICE","SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",204.44,204.44,0,0,0
2019,"JKP, JAVNO KOMUNALNO PODJETJE d.o.o. SLOVENSKE KONJICE","SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",213.52,213.52,0,0,0
2019,"Javne službe Ptuj, podjetje za izvajanje gospodarskih javnih služb in drugih dejavnosti, d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",273.765,273.765,0,0,0
2019,"Javne službe Ptuj, podjetje za izvajanje gospodarskih javnih služb in drugih dejavnosti, d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",754.184,754.184,0,0,0
2019,"Javne službe Ptuj, podjetje za izvajanje gospodarskih javnih služb in drugih dejavnosti, d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1154.846,1154.846,0,0,0
2019,"Javne službe Ptuj, podjetje za izvajanje gospodarskih javnih služb in drugih dejavnosti, d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1218.129,1218.129,0,0,0
2019,"Javno podjetje KOMUNALA Idrija d.o.o.","GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",304.32,304.32,0,0,0
2019,"Javno podjetje KOMUNALA Idrija d.o.o.","GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",235.067,235.067,0,0,0
2019,"Javno podjetje KOMUNALA Idrija d.o.o.","GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",496.71,496.71,0,0,0
2019,"Javno podjetje KOMUNALA Idrija d.o.o.","GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",381.26,381.26,0,0,0
2019,"Javno podjetje Komunala Brežice d.o.o.","POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",201.98,201.98,0,0,0
2019,"Javno podjetje Komunala Brežice d.o.o.","POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",177.05,177.05,0,0,0
2019,"Javno podjetje Komunalno podjetje Logatec, d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",134.5,134.5,0,0,0
2019,"Javno podjetje Komunalno podjetje Logatec, d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",201.392,201.392,0,0,0
2019,"Javno podjetje Komunalno podjetje Logatec, d.o.o.","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",322.67,322.67,0,0,0
2019,"Javno podjetje Komunalno podjetje Logatec, d.o.o.","OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",140.77,140.77,0,0,0
2019,"Javno podjetje Komunalno podjetje Vrhnika, d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",164.319,164.319,0,0,0
2019,"Javno podjetje Komunalno podjetje Vrhnika, d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",786.966,771.028,15.938,0,0
2019,"Javno podjetje Komunalno podjetje Vrhnika, d.o.o.","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",597.45,572.498,24.952,0,0
2019,"Javno podjetje Komunalno podjetje Vrhnika, d.o.o.","OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",239.58,226.762,12.818,0,0
2019,"Javno podjetje OKOLJE Piran, d.o.o.","OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",586.066,586.066,0,0,0
2019,"Javno podjetje OKOLJE Piran, d.o.o.","OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",139.114,139.114,0,0,0
2019,"Javno podjetje OKOLJE Piran, d.o.o.","OBALNO-KRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",591.47,591.47,0,0,0
2019,"Javno podjetje OKOLJE Piran, d.o.o.","OBALNO-KRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",334.78,334.78,0,0,0
2019,"Javno podjetje center za ravnanje z odpadki Puconci d.o.o.","POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",31.32,31.32,0,0,0
2019,"Javno podjetje center za ravnanje z odpadki Puconci d.o.o.","POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",24.18,24.18,0,0,0
2019,"Javno podjetje center za ravnanje z odpadki Puconci d.o.o.","POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.760000000000001,0.46,5.300000000000001,0,0
2019,"Javno podjetje center za ravnanje z odpadki Puconci d.o.o.","POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",153.62,146.88,6.74,0,0
2019,"Javno podjetje–Azienda pubblica MARJETICA KOPER, d.o.o.-s.r.l.","OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",389.832,389.832,0,0,0
2019,"Javno podjetje–Azienda pubblica MARJETICA KOPER, d.o.o.-s.r.l.","OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1125.506,1125.506,0,0,0
2019,"Javno podjetje–Azienda pubblica MARJETICA KOPER, d.o.o.-s.r.l.","OBALNO-KRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2003.48,2003.48,0,0,0
2019,"Javno podjetje–Azienda pubblica MARJETICA KOPER, d.o.o.-s.r.l.","OBALNO-KRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",386.27,386.27,0,0,0
2019,"KEMIS kemični izdelki, predelava in odstranjevanje odpadkov d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",1.764,0,1.764,0,0
2019,"KEMIS kemični izdelki, predelava in odstranjevanje odpadkov d.o.o.","OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",7.072,0,7.072,0,0
2019,"KEMIS kemični izdelki, predelava in odstranjevanje odpadkov d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0.121,0,0.121,0,0
2019,"KOMTEKS, zbiranje in odkup sekundarnih surovin, d.o.o.","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",72.08,0,0,72.08,0
2019,"KOMTEKS, zbiranje in odkup sekundarnih surovin, d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",2051.44,0,0,2051.44,0
2019,"KOMUNALA KRANJ, javno podjetje, d.o.o.","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",683.354,683.354,0,0,0
2019,"KOMUNALA KRANJ, javno podjetje, d.o.o.","GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",30.229,30.229,0,0,0
2019,"KOMUNALA KRANJ, javno podjetje, d.o.o.","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",662.871,662.871,0,0,0
2019,"KOMUNALA KRANJ, javno podjetje, d.o.o.","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1233.19,1233.19,0,0,0
2019,"KOMUNALA KRANJ, javno podjetje, d.o.o.","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",825.947,825.947,0,0,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste",19.06,0,19.06,0,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",852.675,356.073,496.602,0,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",177.708,17.328,160.38,0,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",21.16,0,21.16,0,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1758.339,1642.029,0,116.31,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1435.8,1435.8,0,0,0
2019,"KOMUNALA Komunalno podjetje Nova Gorica d.d.","GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1842.05,1842.05,0,0,0
2019,"KOMUNALA METLIKA javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",145.26,145.26,0,0,0
2019,"KOMUNALA METLIKA javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.14,11.14,0,0,0
2019,"KOMUNALA METLIKA javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",303.68,303.68,0,0,0
2019,"KOMUNALA METLIKA javno podjetje d.o.o.","JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",304.57,304.57,0,0,0
2019,"KOMUNALA NOVO MESTO d.o.o., javno podjetje","JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",690.317,677.807,0,0,12.51
2019,"KOMUNALA NOVO MESTO d.o.o., javno podjetje","JUGOVZHODNA SLOVENIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",61.58,0,0,0,61.58
2019,"KOMUNALA NOVO MESTO d.o.o., javno podjetje","JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",212.407,212.407,0,0,0
2019,"KOMUNALA NOVO MESTO d.o.o., javno podjetje","JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1283.46,1282.49,0,0,0.97
2019,"KOMUNALA NOVO MESTO d.o.o., javno podjetje","JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",913.73,913.73,0,0,0
2019,"KOMUNALA RADGONA, javno podjetje d.o.o.","POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",52.87,52.87,0,0,0
2019,"KOMUNALA RADGONA, javno podjetje d.o.o.","POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",211.98,211.98,0,0,0
2019,"KOMUNALA RADGONA, javno podjetje d.o.o.","POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",75.38,75.38,0,0,0
2019,"KOMUNALA RADGONA, javno podjetje d.o.o.","POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",245.55,245.55,0,0,0
2019,"KOMUNALA RADOVLJICA, javno podjetje za komunalno dejavnost, d.o.o.","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",160.21,160.21,0,0,0
2019,"KOMUNALA RADOVLJICA, javno podjetje za komunalno dejavnost, d.o.o.","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",412.064,412.064,0,0,0
2019,"KOMUNALA RADOVLJICA, javno podjetje za komunalno dejavnost, d.o.o.","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",569.03,563.41,5.62,0,0
2019,"KOMUNALA RADOVLJICA, javno podjetje za komunalno dejavnost, d.o.o.","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",640.86,613.9,26.96,0,0
2019,"KOMUNALA SLOVENSKA BISTRICA podjetje za komunalne in druge storitve d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",358.365,358.365,0,0,0
2019,"KOMUNALA SLOVENSKA BISTRICA podjetje za komunalne in druge storitve d.o.o.","PODRAVSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",239.38,0,0,0,239.38
2019,"KOMUNALA SLOVENSKA BISTRICA podjetje za komunalne in druge storitve d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",473.39,473.39,0,0,0
2019,"KOMUNALA SLOVENSKA BISTRICA podjetje za komunalne in druge storitve d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",600.82,573,27.82,0,0
2019,"KOMUNALA SLOVENSKA BISTRICA podjetje za komunalne in druge storitve d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",25.95,25.95,0,0,0
2019,"KOMUNALA TREBNJE d.o.o.","JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",114.12,114.12,0,0,0
2019,"KOMUNALA TREBNJE d.o.o.","JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",86.28,86.28,0,0,0
2019,"KOMUNALA TREBNJE d.o.o.","JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",386.34000000000003,366.86,19.48,0,0
2019,"KOMUNALA TREBNJE d.o.o.","JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",210.86,210.86,0,0,0
2019,"KOMUNALA TRŽIČ d.o.o.","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",121.78,121.78,0,0,0
2019,"KOMUNALA TRŽIČ d.o.o.","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",97.442,97.442,0,0,0
2019,"KOMUNALA TRŽIČ d.o.o.","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",225.9,225.9,0,0,0
2019,"KOMUNALA TRŽIČ d.o.o.","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",494.14,494.14,0,0,0
2019,"KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",121.205,121.205,0,0,0
2019,"KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.","GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",84.19,84.19,0,0,0
2019,"KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",54.662,54.662,0,0,0
2019,"KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",9.34,9.34,0,0,0
2019,"KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",293.54,293.54,0,0,0
2019,"KOMUNALNO PODJETJE ORMOŽ d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",118.97399999999999,109.954,9.02,0,0
2019,"KOMUNALNO PODJETJE ORMOŽ d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",116.326,116.326,0,0,0
2019,"KOMUNALNO PODJETJE ORMOŽ d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",6.16,0,6.16,0,0
2019,"KOMUNALNO PODJETJE ORMOŽ d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",262.48,259.985,2.495,0,0
2019,"KOMUNALNO PODJETJE PTUJ D.D.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",102.125,102.125,0,0,0
2019,"KOMUNALNO PODJETJE PTUJ D.D.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",266.984,266.984,0,0,0
2019,"KOMUNALNO PODJETJE PTUJ D.D.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",219.24,219.24,0,0,0
2019,"KOMUNALNO PODJETJE PTUJ D.D.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",470.722,470.722,0,0,0
2019,"KOMUNALNO STANOVANJSKA DRUŽBA d.o.o. Ajdovščina","GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",241.305,241.22,0.085,0,0
2019,"KOMUNALNO STANOVANJSKA DRUŽBA d.o.o. Ajdovščina","GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",484.385,484.385,0,0,0
2019,"KOMUNALNO STANOVANJSKA DRUŽBA d.o.o. Ajdovščina","GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",124.07,90.1,33.97,0,0
2019,"KOMUNALNO STANOVANJSKA DRUŽBA d.o.o. Ajdovščina","GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",344.669,344.329,0.34,0,0
2019,"KOMUNALNO STANOVANJSKO PODJETJE d.d.","OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",257.992,244.143,13.849,0,0
2019,"KOMUNALNO STANOVANJSKO PODJETJE d.d.","OBALNO-KRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",674.212,674.212,0,0,0
2019,"KOMUNALNO STANOVANJSKO PODJETJE d.d.","OBALNO-KRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",277.08,277.08,0,0,0
2019,"KOMUNALNO STANOVANJSKO PODJETJE d.d.","OBALNO-KRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",217.38,217.38,0,0,0
2019,"KOMUNALNO-STANOVANJSKO PODJETJE LJUTOMER d.o.o.","POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",131.4,128.568,2.832,0,0
2019,"KOMUNALNO-STANOVANJSKO PODJETJE LJUTOMER d.o.o.","POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",170.227,163.026,7.2010000000000005,0,0
2019,"KOMUNALNO-STANOVANJSKO PODJETJE LJUTOMER d.o.o.","POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",107.89,107.89,0,0,0
2019,"KOMUNALNO-STANOVANJSKO PODJETJE LJUTOMER d.o.o.","POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1297.56,1293.28,4.28,0,0
2019,"KSP HRASTNIK Komunalno - stanovanjsko podjetje, d.d.","ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",71.89,71.89,0,0,0
2019,"KSP HRASTNIK Komunalno - stanovanjsko podjetje, d.d.","ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",52.42,52.42,0,0,0
2019,"KSP HRASTNIK Komunalno - stanovanjsko podjetje, d.d.","ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",248.06,248.06,0,0,0
2019,"Komunala Tolmin, javno podjetje, d.o.o.","GORIŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",316.378,316.378,0,0,0
